,Reviewer 1,,File path / Url path,,New location,,blocked?,Comments/matters,Does the content fit the purpose of the category or needs improvement,Who can own? Support/PSAs/DX,Suggest missing content,Are there any gaps in this new structure?
,,,https://tyk.io/docs/debugging-series,,Page doesn't exists,show:true,,,,,,
,,,https://tyk.io/docs/debugging-series/debugging-series,,Developer Support --> Debugging series,show:true,,,,,,
,,,https://tyk.io/docs/debugging-series/mongodb-debugging,,Developer Support --> Debugging series,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions,,Developer Support --> Troubleshooting and FAQ,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/add-custom-certificates-to-docker-images,,Product Stack --> Tyk Gateway --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/add-list-delete-developer-using-api,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/alerts-new-developer-key-requests,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/api-definition-url-case-sensitive,,Product Stack --> Tyk Gateway --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/capping-analytics-data-storage,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/change-logging-output-location,,Product Stack --> Tyk Gateway --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/check-current-gateway-version,,Product Stack --> Tyk Gateway --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/clear-api-cache,,Product Stack --> Tyk Gateway --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/cloud-classic-virtual-endpoints-not-working,,Delete Page,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/custom-developer-portal-options,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/dashboard-bootstrap-error,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/enable-websockets-cloud,,Delete Page,show:true,,,,,Yes. This section is not in the navigation,
,,,https://tyk.io/docs/frequently-asked-questions/faq,,Developer Support --> Overview,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/find-gateway-logging-output,,Product Stack --> Tyk Gateway --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/find-policy-id-created-policy,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/gateway-detected-0-apis,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/how-to-backup-tyk,,Developer Support --> Troubleshooting and FAQ,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/how-to-connect-to-documentdb,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/how-to-disable-an-api,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/how-to-setup-cors,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/import-existing-keys-tyk,,Product Stack --> Tyk Gateway --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/long-term-support-releases,,Developer Support --> Troubleshooting and FAQ,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/no-token-information-dashboard,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/redis-persistence-using-containers,,Product Stack --> Tyk Gateway --> Troubleshooting,show:true,,,Not great. Need improvement/fix. Mixing tyk hybrid and on prem/oss,Support,,
,,,https://tyk.io/docs/frequently-asked-questions/rename-or-move-existing-headers,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,We need a page for oss users,Support,need to add it to the GW as well,
,,,https://tyk.io/docs/frequently-asked-questions/run-dashboard-portal-different-ports,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/sla-policies,,Home,show:true,,,,,,
,,,https://tyk.io/docs/frequently-asked-questions/two-gateways-with-docker-compose,,Product Stack --> Tyk Manager --> Troubleshooting,show:true,,,Needs improvement. Add some words to explain it's for tyk Tyk Self Managed,Support,,
,,,https://tyk.io/docs/frequently-asked-questions/using-early-access-features,,Developer Support --> Troubleshooting and FAQ,show:true,,,,,,
,,,https://tyk.io/docs/getting-started,,Delete Page,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/create-api-key,,Managing APIs --> Core API Management --> Create APIs --> Define access to APIs,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/create-api,,Managing APIs --> Core API Management --> Create APIs --> Create APIs,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/create-security-policy,,Managing APIs --> Core API Management --> Create APIs --> Protect and secure APIs,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/import-apis,,Managing APIs --> Core API Management --> Create APIs,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/installation,,Managing APIs --> Quick Start Guides,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts,,Product Stack --> Tyk Gateway --> Key Concepts,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/api-catalogue,,Product Stack --> Tyk Manager --> Tyk Classic Developer Portal --> Advanced Configurations,show:true,,,Page needs work,PSAs,,
,,,https://tyk.io/docs/getting-started/key-concepts/authentication,,Product Stack --> Tyk Gateway --> Key Concepts --> Open API Specification --> Advanced concepts,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/creating-a-subgraph,,Other,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/dashboard-api,,Product Stack --> Tyk Manager --> API Documentation,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/gateway-api,,Product Stack --> Tyk Gateway --> API Documentation,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/gitops-with-tyk,,Deployment and Operations --> Tyk Self Managed --> Day 2 - Operations,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/graphql-entities,,Product Stack --> Tyk Gateway --> Key Concepts --> GraphQL,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/graphql-federation,,Product Stack --> Tyk Gateway --> Key Concepts --> GraphQL,show:true,,,,SPMs,,
,,,https://tyk.io/docs/getting-started/key-concepts/graphql-overview,,Other,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/graphql-subgraphs,,Product Stack --> Tyk Gateway --> Key Concepts --> GraphQL,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/graphql-subscriptions,,Product Stack --> Tyk Gateway --> Key Concepts --> GraphQL,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/high-level-concepts,,Product Stack --> Tyk Gateway --> Key Concepts --> Open API Specification --> Basic concepts,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/low-level-concepts,,Product Stack --> Tyk Gateway --> Key Concepts --> Open API Specification --> Advanced concepts,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/oas-versioning,,Product Stack --> Tyk Gateway --> Key Concepts --> Open API Specification --> Advanced concepts,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/openapi-specification,,Product Stack --> Tyk Gateway --> Key Concepts --> Open API Specification --> Basic concepts,show:true,,,,,,
,,,https://tyk.io/docs/getting-started/key-concepts/paths,,Product Stack --> Tyk Gateway --> Key Concepts --> Open API Specification --> Advanced concepts,show:true,,,,,,
